country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Croatia,HRV,1/26/2021,,,,,2598,,,,633,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,1/27/2021,,,,,2448,,,,596,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,1/28/2021,,,,,2299,,,,560,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,1/29/2021,80000,,,,2150,1.95,,,524,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,1/30/2021,,,,,2097,,,,511,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,1/31/2021,,,,,2045,,,,498,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,2/1/2021,83928,58829,25099,,1992,2.04,1.43,0.61,485,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,2/2/2021,,,,,1920,,,,468,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Croatia,HRV,2/3/2021,87929,59064,28865,,1848,2.14,1.44,0.7,450,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Cyprus,CYP,1/6/2021,3901,,,,,0.45,,,,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/7/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/8/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/9/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/10/2021,6035,,,,534,0.69,,,610,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/11/2021,,,,,594,,,,678,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/12/2021,,,,,635,,,,725,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/13/2021,,,,,664,,,,758,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/14/2021,,,,,708,,,,808,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/15/2021,10226,,,,751,1.17,,,857,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/16/2021,,,,,821,,,,937,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/17/2021,,,,,891,,,,1017,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/18/2021,,,,,917,,,,1047,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/19/2021,,,,,943,,,,1077,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/20/2021,,,,,969,,,,1106,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/21/2021,,,,,996,,,,1137,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/22/2021,17379,15322,2057,,1022,1.98,1.75,0.23,1167,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/23/2021,,,,,1035,,,,1182,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/24/2021,,,,,1048,,,,1196,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/25/2021,,,,,1061,,,,1211,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/26/2021,,,,,1074,,,,1226,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/27/2021,,,,,1087,,,,1241,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/28/2021,,,,,1100,,,,1256,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Cyprus,CYP,1/29/2021,25168,19617,5551,,1113,2.87,2.24,0.63,1271,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Czechia,CZE,12/27/2020,1254,1254,,,,0.01,0.01,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/28/2020,3537,3537,,2283,2283,0.03,0.03,,213,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/29/2020,6976,6976,,3439,2861,0.07,0.07,,267,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/30/2020,10439,10439,,3463,3062,0.1,0.1,,286,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/31/2020,11743,11743,,1304,2622,0.11,0.11,,245,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/1/2021,12005,12005,,262,2150,0.11,0.11,,201,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/2/2021,13261,13261,,1256,2001,0.12,0.12,,187,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/3/2021,14175,14175,,914,1846,0.13,0.13,,172,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/4/2021,17738,17738,,3563,2029,0.17,0.17,,189,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/5/2021,22248,22248,,4510,2182,0.21,0.21,,204,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/6/2021,28043,28043,,5795,2515,0.26,0.26,,235,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/7/2021,35947,35947,,7904,3458,0.34,0.34,,323,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/8/2021,45852,45852,,9905,4835,0.43,0.43,,451,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/9/2021,47838,47838,,1986,4940,0.45,0.45,,461,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/10/2021,49546,49546,,1708,5053,0.46,0.46,,472,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/11/2021,59242,59242,,9696,5929,0.55,0.55,,554,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/12/2021,72548,72548,,13306,7186,0.68,0.68,,671,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/13/2021,85980,85980,,13432,8277,0.8,0.8,,773,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/14/2021,100663,100663,,14683,9245,0.94,0.94,,863,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/15/2021,114127,114127,,13464,9754,1.07,1.07,,911,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/16/2021,117433,117433,,3306,9942,1.1,1.1,,928,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/17/2021,120471,119850,621,3038,10132,1.12,1.12,0.01,946,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/18/2021,134135,131741,2394,13664,10699,1.25,1.23,0.02,999,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/19/2021,148803,143732,5071,14668,10894,1.39,1.34,0.05,1017,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/20/2021,164173,156542,7631,15370,11170,1.53,1.46,0.07,1043,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/21/2021,180667,171331,9336,16494,11429,1.69,1.6,0.09,1067,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/22/2021,195937,185609,10328,15270,11687,1.83,1.73,0.1,1091,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/23/2021,199589,188426,11163,3652,11737,1.86,1.76,0.1,1096,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/24/2021,202591,190573,12018,3002,11731,1.89,1.78,0.11,1095,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/25/2021,214843,199929,14914,12252,11530,2.01,1.87,0.14,1077,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/26/2021,228991,210156,18835,14148,11455,2.14,1.96,0.18,1070,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/27/2021,242186,218921,23265,13195,11145,2.26,2.04,0.22,1041,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/28/2021,255147,225873,29274,12961,10640,2.38,2.11,0.27,994,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/29/2021,268795,231869,36926,13648,10408,2.51,2.17,0.34,972,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/30/2021,270555,232581,37974,1760,10138,2.53,2.17,0.35,947,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/31/2021,272369,233275,39094,1814,9968,2.54,2.18,0.37,931,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/1/2021,283365,236894,46471,10996,9789,2.65,2.21,0.43,914,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/2/2021,296940,240699,56241,13575,9707,2.77,2.25,0.53,906,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/3/2021,310340,244424,65916,13400,9736,2.9,2.28,0.62,909,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,12/27/2020,6645,6645,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,12/28/2020,8643,8643,,1998,1998,0.15,0.15,,345,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,12/29/2020,17766,17766,,9123,5560,0.31,0.31,,960,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,12/30/2020,29409,29409,,11643,7588,0.51,0.51,,1310,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,12/31/2020,35746,35746,,6337,7275,0.62,0.62,,1256,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/1/2021,38131,38131,,2385,6297,0.66,0.66,,1087,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/2/2021,47164,47164,,9033,6753,0.81,0.81,,1166,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/3/2021,53283,53283,,6119,6663,0.92,0.92,,1150,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/4/2021,55739,55739,,2456,6728,0.96,0.96,,1162,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/5/2021,69464,69464,,13725,7385,1.2,1.2,,1275,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/6/2021,89604,89604,,20140,8599,1.55,1.55,,1485,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/7/2021,107404,107404,,17800,10237,1.85,1.85,,1767,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/8/2021,115966,115966,,8562,11119,2,2,,1920,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/9/2021,117873,117873,,1907,10101,2.04,2.04,,1744,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/10/2021,118688,118688,,815,9344,2.05,2.05,,1613,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/11/2021,119346,119346,,658,9087,2.06,2.06,,1569,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/12/2021,119807,119807,,461,7192,2.07,2.07,,1242,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/13/2021,132482,132482,,12675,6125,2.29,2.29,,1057,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/14/2021,150359,150359,,17877,6136,2.6,2.6,,1059,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/15/2021,165550,165545,5,15191,7083,2.86,2.86,0,1223,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/16/2021,170154,170142,12,4604,7469,2.94,2.94,0,1289,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/17/2021,173420,172682,738,3266,7819,2.99,2.98,0.01,1350,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/18/2021,179453,176554,2899,6033,8587,3.1,3.05,0.05,1483,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/19/2021,184072,179046,5026,4619,9181,3.18,3.09,0.09,1585,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/20/2021,187504,180563,6941,3432,7860,3.24,3.12,0.12,1357,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/21/2021,191386,182088,9298,3882,5861,3.3,3.14,0.16,1012,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/22/2021,197764,182748,15016,6378,4602,3.41,3.16,0.26,795,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/23/2021,205679,183526,22153,7915,5075,3.55,3.17,0.38,876,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/24/2021,212894,184144,28750,7215,5639,3.68,3.18,0.5,974,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/25/2021,215611,184388,31223,2717,5165,3.72,3.18,0.54,892,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/26/2021,217563,184603,32960,1952,4784,3.76,3.19,0.57,826,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/27/2021,222182,184815,37367,4619,4954,3.84,3.19,0.65,855,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/28/2021,230522,185063,45459,8340,5591,3.98,3.2,0.78,965,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/29/2021,249249,186162,63087,18727,7355,4.3,3.21,1.09,1270,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/30/2021,263242,187395,75847,13993,8223,4.54,3.24,1.31,1420,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,1/31/2021,276361,188617,87744,13119,9067,4.77,3.26,1.51,1565,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,2/1/2021,284676,189349,95327,8315,9866,4.91,3.27,1.65,1703,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,2/2/2021,289511,191366,98145,4835,10278,5,3.3,1.69,1774,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Denmark,DNK,2/3/2021,289512,191366,98146,1,9619,5,3.3,1.69,1661,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-03022021-y84u
Ecuador,ECU,1/21/2021,0,,,,,0,,,,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,1/22/2021,108,,,108,108,0,,,6,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,1/23/2021,,,,,294,,,,17,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,1/24/2021,,,,,355,,,,20,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,1/25/2021,,,,,386,,,,22,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,1/26/2021,,,,,405,,,,23,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,1/27/2021,,,,,417,,,,24,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,1/28/2021,2982,,,,426,0.02,,,24,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Egypt,EGY,1/24/2021,0,,,,,0,,,,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/25/2021,,,,,219,,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/26/2021,,,,,219,,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/27/2021,,,,,219,,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/28/2021,,,,,219,,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/29/2021,,,,,219,,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/30/2021,1315,,,,219,0,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
England,,12/20/2020,570199,570199,,,,1.01,1.01,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/21/2020,,,,,37897,,,,673,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/22/2020,,,,,37897,,,,673,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/23/2020,,,,,37897,,,,673,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/24/2020,,,,,37897,,,,673,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/25/2020,,,,,37897,,,,673,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/26/2020,,,,,37897,,,,673,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/27/2020,835475,835475,,,37897,1.48,1.48,,673,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/28/2020,,,,,39559,,,,703,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/29/2020,,,,,41221,,,,732,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/30/2020,,,,,42884,,,,762,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/31/2020,,,,,44546,,,,791,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
