country,iso_code,date,total_vaccinations_x,people_vaccinated_x,people_fully_vaccinated_x,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred_x,people_vaccinated_per_hundred_x,people_fully_vaccinated_per_hundred_x,daily_vaccinations_per_million,vaccines,source_name,source_website,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations_y,people_vaccinated_y,people_fully_vaccinated_y,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred_y,people_vaccinated_per_hundred_y,people_fully_vaccinated_per_hundred_y,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Belgium,BEL,1/9/2021,26660.0,26660.0,,3176.0,3695.0,0.23,0.23,,319.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,662694.0,1991.0,1932.1429999999998,20038.0,46.0,56.286,57179.97900000001,171.792,166.713,1728.9620000000002,3.969,4.857,1.03,379.0,32.702,1927.0,166.27,,,,,37397.0,7296334.0,629.558,3.227,43046.0,3.714,0.054000000000000006,18.5,tests performed,26671.0,26671.0,,3187.0,3697.0,0.23,0.23,,319.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/10/2021,27055.0,27055.0,,395.0,3751.0,0.23,0.23,,324.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,664263.0,1569.0,2036.0,20078.0,40.0,53.857,57315.359000000004,135.38,175.675,1732.4129999999998,3.451,4.647,1.03,371.0,32.010999999999996,1955.0,168.685,,,908.512,78.39,22918.0,7319252.0,631.535,1.9769999999999999,43801.0,3.779,0.054000000000000006,18.5,tests performed,27067.0,27067.0,,396.0,3753.0,0.23,0.23,,324.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/11/2021,32489.0,32489.0,,5434.0,4528.0,0.28,0.28,,391.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,665223.0,960.0,2048.0,20122.0,44.0,53.143,57398.192,82.833,176.71,1736.2089999999998,3.7969999999999997,4.585,1.03,378.0,32.615,2020.0,174.294,,,,,44036.0,7363288.0,635.335,3.8,44346.0,3.826,0.053,18.9,tests performed,32518.0,32518.0,,5451.0,4532.0,0.28,0.28,,391.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/12/2021,47906.0,47906.0,,15417.0,6504.0,0.41,0.41,,561.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,667322.0,2099.0,2083.857,20194.0,72.0,52.428999999999995,57579.302,181.11,179.804,1742.422,6.212000000000001,4.524,1.04,356.0,30.717,1966.0,169.635,,,,,67133.0,7430421.0,641.127,5.792999999999999,45356.0,3.9139999999999997,0.052000000000000005,19.2,tests performed,47982.0,47982.0,,15464.0,6518.0,0.41,0.41,,562.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/13/2021,68280.0,68280.0,,20374.0,8863.0,0.59,0.59,,765.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,670249.0,2927.0,2073.857,20250.0,56.0,52.428999999999995,57831.856,252.554,178.94099999999997,1747.254,4.832,4.524,1.06,360.0,31.061999999999998,1943.0,167.65,,,,,56878.0,7487299.0,646.035,4.908,45593.0,3.9339999999999997,0.05,20.0,tests performed,68565.0,68565.0,,20583.0,8907.0,0.59,0.59,,769.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/14/2021,89802.0,89802.0,,21522.0,10780.0,0.77,0.77,,930.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,672886.0,2637.0,2033.0,20294.0,44.0,51.143,58059.387,227.53099999999998,175.416,1751.05,3.7969999999999997,4.413,1.06,346.0,29.854,1915.0,165.234,,,,,43116.0,7530415.0,649.755,3.72,45417.0,3.9189999999999996,0.05,20.0,tests performed,91101.0,91101.0,,22536.0,10966.0,0.79,0.79,,946.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/15/2021,112213.0,112213.0,,22411.0,12676.0,0.97,0.97,,1094.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,675089.0,2203.0,2055.143,20352.0,58.0,51.428999999999995,58249.471,190.084,177.326,1756.055,5.004,4.437,1.05,345.0,29.768,1883.0,162.47299999999998,,,,,42065.0,7572480.0,653.385,3.63,44792.0,3.865,0.051,19.6,tests performed,113592.0,113592.0,,22491.0,12873.0,0.98,0.98,,1111.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/16/2021,117186.0,117186.0,,4973.0,12932.0,1.01,1.01,,1116.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,677209.0,2120.0,2073.571,20396.0,44.0,51.143,58432.393,182.922,178.916,1759.851,3.7969999999999997,4.413,1.04,352.0,30.372,1828.0,157.727,,,,,32035.0,7604515.0,656.1489999999999,2.764,44026.0,3.799,0.052000000000000005,19.2,tests performed,118570.0,118570.0,,4978.0,13128.0,1.02,1.02,,1133.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/17/2021,120317.0,120317.0,,3131.0,13323.0,1.04,1.04,,1150.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,678839.0,1630.0,2082.286,20435.0,39.0,51.0,58573.03599999999,140.643,179.668,1763.2160000000001,3.365,4.4,1.04,367.0,31.666,1892.0,163.25,,,820.493,70.796,16681.0,7621196.0,657.5880000000001,1.439,43135.0,3.722,0.053,18.9,tests performed,121701.0,121701.0,,3131.0,13519.0,1.05,1.05,,1166.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/18/2021,130490.0,130381.0,109.0,10173.0,14000.0,1.13,1.12,0.0,1208.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,679771.0,932.0,2078.286,20472.0,37.0,50.0,58653.453,80.417,179.32299999999998,1766.4089999999999,3.193,4.314,1.04,369.0,31.839000000000002,1974.0,170.325,,,,,37501.0,7658697.0,660.824,3.236,42201.0,3.641,0.054000000000000006,18.5,tests performed,132115.0,132006.0,109.0,10414.0,14228.0,1.14,1.14,0.0,1228.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/19/2021,149008.0,148718.0,290.0,18518.0,14443.0,1.29,1.28,0.0,1246.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,681250.0,1479.0,1989.714,20554.0,82.0,51.428999999999995,58781.067,127.61399999999999,171.68099999999998,1773.484,7.075,4.437,1.05,361.0,31.149,1960.0,169.11700000000002,,,,,63286.0,7721983.0,666.285,5.461,41652.0,3.594,0.055,18.2,tests performed,150650.0,150360.0,290.0,18535.0,14667.0,1.3,1.3,0.0,1266.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/20/2021,169148.0,168436.0,712.0,20140.0,14410.0,1.46,1.45,0.01,1243.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,684256.0,3006.0,2001.0,20572.0,18.0,46.0,59040.437999999995,259.37,172.655,1775.037,1.5530000000000002,3.969,1.07,337.0,29.078000000000003,1938.0,167.21900000000002,,,,,53461.0,7775444.0,670.8969999999999,4.613,41164.0,3.552,0.055,18.2,tests performed,170929.0,170217.0,712.0,20279.0,14623.0,1.47,1.47,0.01,1262.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/21/2021,197855.0,197143.0,712.0,28707.0,15436.0,1.71,1.7,0.01,1332.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,686827.0,2571.0,1991.5710000000001,20620.0,48.0,46.571000000000005,59262.274000000005,221.83700000000002,171.84099999999998,1779.1789999999999,4.1419999999999995,4.018,1.08,338.0,29.164,1941.0,167.47799999999998,,,,,45565.0,7821009.0,674.829,3.932,41513.0,3.582,0.055999999999999994,17.9,tests performed,200181.0,199469.0,712.0,29252.0,15583.0,1.73,1.72,0.01,1345.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/22/2021,226205.0,225462.0,743.0,28350.0,16285.0,1.95,1.95,0.01,1405.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,689271.0,2444.0,2026.0,20675.0,55.0,46.143,59473.153,210.878,174.812,1783.925,4.746,3.9810000000000003,1.08,338.0,29.164,1923.0,165.924,,,,,50113.0,7871122.0,679.153,4.324,42663.0,3.681,0.055999999999999994,17.9,tests performed,228798.0,228055.0,743.0,28617.0,16458.0,1.97,1.97,0.01,1420.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/23/2021,233750.0,233000.0,750.0,7545.0,16652.0,2.02,2.01,0.01,1437.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,691854.0,2583.0,2092.143,20726.0,51.0,47.143,59696.024000000005,222.872,180.519,1788.325,4.4,4.0680000000000005,,327.0,28.215,1888.0,162.904,,,,,37627.0,7908749.0,682.4,3.247,43462.0,3.75,0.055999999999999994,17.9,tests performed,236591.0,235841.0,750.0,7793.0,16860.0,2.04,2.03,0.01,1455.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/24/2021,235594.0,234844.0,750.0,1844.0,16468.0,2.03,2.03,0.01,1421.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,693666.0,1812.0,2118.143,20779.0,53.0,49.143,59852.371,156.347,182.762,1792.898,4.573,4.24,,322.0,27.783,1923.0,165.924,,,967.191,83.45299999999999,21683.0,7930432.0,684.27,1.871,44177.0,3.812,0.055999999999999994,17.9,tests performed,238436.0,237686.0,750.0,1845.0,16676.0,2.06,2.05,0.01,1439.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/25/2021,246049.0,245299.0,750.0,10455.0,16508.0,2.12,2.12,0.01,1424.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,694858.0,1192.0,2155.286,20814.0,35.0,48.857,59955.222,102.851,185.967,1795.918,3.02,4.216,,325.0,28.041999999999998,1954.0,168.59900000000002,,,,,44265.0,7974697.0,688.09,3.819,45143.0,3.895,0.055999999999999994,17.9,tests performed,248938.0,248188.0,750.0,10502.0,16689.0,2.15,2.14,0.01,1440.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/26/2021,257100.0,254992.0,2108.0,11051.0,15442.0,2.22,2.2,0.02,1332.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,696642.0,1784.0,2198.857,20879.0,65.0,46.428999999999995,60109.153,153.931,189.726,1801.526,5.608,4.006,,322.0,27.783,1928.0,166.356,,,,,64697.0,8039394.0,693.672,5.582000000000001,45344.0,3.912,0.055999999999999994,17.9,tests performed,260319.0,258211.0,2108.0,11381.0,15667.0,2.25,2.23,0.02,1352.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/27/2021,271475.0,266428.0,5047.0,14375.0,14618.0,2.34,2.3,0.04,1261.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,699662.0,3020.0,2200.857,20933.0,54.0,51.571000000000005,60369.731,260.578,189.899,1806.1860000000001,4.659,4.45,,313.0,27.006999999999998,1850.0,159.626,,,,,60251.0,8099645.0,698.8710000000001,5.199,46314.0,3.9960000000000004,0.055,18.2,tests performed,276226.0,271019.0,5207.0,15907.0,15042.0,2.38,2.34,0.04,1298.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/28/2021,290995.0,279618.0,11377.0,19520.0,13306.0,2.51,2.41,0.1,1148.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,702437.0,2775.0,2230.0,20982.0,49.0,51.714,60609.169,239.438,192.41400000000002,1810.414,4.228,4.462,,323.0,27.87,1819.0,156.951,,,,,53582.0,8153227.0,703.4939999999999,4.623,47460.0,4.095,0.055,18.2,tests performed,297323.0,285248.0,12075.0,21097.0,13877.0,2.57,2.46,0.1,1197.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/29/2021,307798.0,289401.0,18397.0,16803.0,11656.0,2.66,2.5,0.16,1006.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,705120.0,2683.0,2264.143,21018.0,36.0,49.0,60840.67,231.5,195.36,1813.52,3.1060000000000003,4.228,,315.0,27.18,1810.0,156.174,,,,,54463.0,8207690.0,708.193,4.699,48081.0,4.149,0.055,18.2,tests performed,315542.0,295872.0,19670.0,18219.0,12392.0,2.72,2.55,0.17,1069.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/30/2021,311459.0,290790.0,20669.0,3661.0,11101.0,2.69,2.51,0.18,958.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,707837.0,2717.0,2283.286,21066.0,48.0,48.571000000000005,61075.10400000001,234.43400000000003,197.011,1817.662,4.1419999999999995,4.191,,315.0,27.18,1760.0,151.86,,,,,47074.0,8254764.0,712.255,4.062,49431.0,4.265,0.055,18.2,tests performed,319570.0,297407.0,22163.0,4028.0,11854.0,2.76,2.57,0.19,1023.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,1/31/2021,312303.0,291340.0,20963.0,844.0,10958.0,2.69,2.51,0.18,946.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,710153.0,2316.0,2355.286,21092.0,26.0,44.714,61274.937999999995,199.834,203.22400000000002,1819.905,2.2430000000000003,3.858,,315.0,27.18,1788.0,154.276,,,812.4,70.097,21970.0,8276734.0,714.1510000000001,1.896,49472.0,4.269,0.055,18.2,tests performed,320440.0,297971.0,22469.0,870.0,11715.0,2.76,2.57,0.19,1011.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,2/1/2021,317614.0,294106.0,23508.0,5311.0,10224.0,2.74,2.54,0.2,882.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,711417.0,1264.0,2365.571,21124.0,32.0,44.286,61384.001,109.06299999999999,204.111,1822.6660000000002,2.761,3.821,,,,,,,,,,45287.0,8322021.0,718.058,3.908,49618.0,4.281000000000001,0.055,18.2,tests performed,327272.0,301558.0,25714.0,6832.0,11191.0,2.82,2.6,0.22,966.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Belgium,BEL,2/2/2021,327095.0,296950.0,30145.0,9481.0,9999.0,2.82,2.56,0.26,863.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB,Europe,Belgium,713271.0,1854.0,2375.571,21173.0,49.0,42.0,61543.972,159.971,204.97400000000002,1826.894,4.228,3.6239999999999997,,,,,,,,,,67708.0,8389729.0,723.9010000000001,5.8420000000000005,50048.0,4.3180000000000005,0.055,18.2,tests performed,347130.0,310144.0,36986.0,19858.0,12402.0,3.0,2.68,0.32,1070.0,,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9159999999999999
Bermuda,BMU,1/10/2021,0.0,,,,,0.0,,,,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/11/2021,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/12/2021,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/13/2021,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/14/2021,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/15/2021,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/16/2021,1665.0,,,,278.0,2.67,,,4464.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/17/2021,,,,,264.0,,,,4239.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/18/2021,,,,,250.0,,,,4015.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/19/2021,,,,,236.0,,,,3790.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/20/2021,,,,,222.0,,,,3565.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/21/2021,,,,,209.0,,,,3356.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/22/2021,,,,,195.0,,,,3131.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/23/2021,2932.0,,,,181.0,4.71,,,2907.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/24/2021,,,,,195.0,,,,3131.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/25/2021,,,,,209.0,,,,3356.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/26/2021,,,,,224.0,,,,3597.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/27/2021,,,,,238.0,,,,3822.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/28/2021,,,,,252.0,,,,4047.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/29/2021,,,,,266.0,,,,4272.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/30/2021,4897.0,4897.0,,,281.0,7.86,7.86,,4512.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,1/31/2021,,,,,255.0,,,,4095.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,2/1/2021,,,,,229.0,,,,3677.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,2/2/2021,5200.0,5000.0,200.0,,204.0,8.35,8.03,0.32,3276.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/minister-health-covid-19-update-remarks-2-february-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
